filename,mfcc_mean1,mfcc_mean2,mfcc_mean3,mfcc_mean4,mfcc_mean5,mfcc_mean6,mfcc_mean7,mfcc_mean8,mfcc_mean9,mfcc_mean10,mfcc_mean11,mfcc_mean12,mfcc_mean13,mfcc_mean14,mfcc_mean15,mfcc_mean16,mfcc_mean17,mfcc_mean18,mfcc_mean19,mfcc_mean20,mfcc_std1,mfcc_std2,mfcc_std3,mfcc_std4,mfcc_std5,mfcc_std6,mfcc_std7,mfcc_std8,mfcc_std9,mfcc_std10,mfcc_std11,mfcc_std12,mfcc_std13,mfcc_std14,mfcc_std15,mfcc_std16,mfcc_std17,mfcc_std18,mfcc_std19,mfcc_std20,cent_mean,cent_std,cent_skew,rolloff_mean,rolloff_std,label
ID00_hc_0_0_0.wav_fragment_23.wav,-501.1506,94.97911,38.373417,30.885237,-0.9612756,-12.86071,-10.218162,-5.500772,-3.0037787,5.215201,-2.0265732,3.2135868,-3.7741196,5.0680203,0.5543285,-1.637526,-0.6051647,-0.55541223,-0.9093857,-3.7478573,93.40435,48.790672,35.650528,21.499262,15.750745,17.499771,13.188473,12.009188,11.344221,11.577584,11.393275,10.038086,11.066726,6.6344023,5.9258127,8.180291,7.1839514,6.982164,5.763151,5.834088,2406.3494181051697,1606.0648248778612,1.490117979360636,4855.836995442708,2655.2526390073604,HC
ID00_hc_0_0_0.wav_fragment_24.wav,-512.69867,115.43106,42.384666,34.45457,-5.5177975,-17.019196,-5.9922543,-8.309793,-2.7803137,1.3564035,-0.91536343,2.558437,-6.3662868,4.0885973,1.0978814,-1.2042459,0.32182983,-3.4650736,-1.1530969,-4.022412,66.21897,44.183887,35.754913,23.779833,17.891603,15.859998,12.978691,12.419212,15.35059,9.657818,7.7772,10.981788,11.084356,6.769002,6.810959,7.8997483,6.555865,7.1714153,4.7455587,5.3576784,1886.5605732309714,1343.7586156393525,2.1414230447567473,3827.4271647135415,2656.564240921897,HC
ID00_hc_0_0_0.wav_fragment_25.wav,-509.0267,108.56608,40.877666,29.55579,-3.2727125,-10.152416,-8.147349,-7.849035,-1.2925435,4.934003,-0.5785543,2.2456927,-5.2436275,5.1174917,2.27633,-2.658084,-2.7885191,-1.0754571,-2.912457,-2.3493798,59.951374,52.590103,35.87487,23.098667,15.854453,14.509225,11.464259,10.125378,9.806648,10.66429,8.306194,7.176578,9.07641,6.380199,5.836453,6.7309303,6.77399,6.2929864,4.866836,5.0190954,2127.7520848138197,1615.5036793198933,1.7097916528446484,4025.163777669271,2909.0270756599057,HC
ID00_hc_0_0_0.wav_fragment_26.wav,-585.73584,108.1458,46.093376,24.697033,-1.4831102,-3.3019652,-7.7135963,-1.9009793,0.4593292,5.119953,-0.12376763,4.2357197,3.1070285,5.933447,2.2097375,1.9634563,-6.3779697,-0.06549269,1.3259296,-0.88219243,57.10102,33.66251,22.586359,12.897522,18.45412,12.644357,7.2703757,8.115022,8.643247,7.1940722,6.350575,8.962096,4.751399,4.2664104,4.8160863,5.37126,4.380045,6.9744153,4.405351,4.0240297,2065.029335633343,927.0758324662022,1.9707828964698846,4744.202041625977,2145.6213549667523,HC
ID00_hc_0_0_0.wav_fragment_3.wav,-520.474,113.90158,39.05779,32.33697,-0.89635396,-25.008772,-6.4872923,0.13686858,0.22210552,8.305523,-8.42013,1.491311,-6.9111476,9.665529,0.60251755,-10.184376,-4.1855173,1.1506543,1.4895129,-4.494383,88.36904,37.22158,29.581285,17.210752,18.823982,21.903358,12.810202,10.984306,14.208454,11.9834175,11.268361,9.183612,11.607222,7.3406863,6.7040462,10.1030655,6.14514,6.8236346,6.0057526,5.3545265,1803.9872920859239,1099.5060215232513,2.2268260457474818,3774.591064453125,2516.4667483980197,HC
ID00_hc_0_0_0.wav_fragment_4.wav,-523.57227,115.23481,46.166035,39.365623,0.06984428,-26.421186,-3.4266343,0.8806931,-5.952882,2.4126995,-6.063741,1.243969,-7.3015127,9.991253,0.5713667,-7.9915714,-4.053293,-0.36419198,1.2491012,-3.0570374,73.47481,37.598576,26.169254,18.433325,17.610289,20.084265,10.904386,10.135919,11.004061,11.327315,11.2397785,9.2441435,9.55939,8.113425,6.4307737,8.958779,6.1685243,8.422054,6.487331,5.5278077,1691.6215380142492,1089.7605938399413,2.147338597544409,3456.727091471354,2512.7649759319092,HC
ID00_hc_0_0_0.wav_fragment_5.wav,-530.8981,115.34449,38.176685,32.254906,-1.467588,-21.910255,-5.5057287,4.3621817,-0.12236302,3.390686,-5.7411275,4.312687,-6.69269,9.42207,-0.25162393,-7.8394756,-3.5073175,0.33535358,0.6656858,-2.567242,88.080734,45.39116,36.73547,21.218712,17.455643,18.859274,9.584245,8.974342,11.342618,9.175206,11.982678,9.452371,12.251637,6.074794,8.541589,9.795388,5.834738,7.639454,5.970041,4.455411,1910.6262757620393,1256.0603166750184,2.058864442780827,3881.4595540364585,2656.558584501195,HC
ID00_hc_0_0_0.wav_fragment_6.wav,-508.69534,104.67032,42.908394,41.65927,-0.12449646,-27.158287,-6.76641,1.8609213,-5.855249,2.9729474,-6.619821,0.99292135,-7.4848948,8.515426,0.7194947,-8.198393,-2.4833097,0.25890625,0.06837305,-3.4124584,70.23731,51.649555,31.629587,18.332903,17.678057,18.571352,11.757015,9.7782,13.197985,9.372057,9.139092,10.117797,10.267725,7.6438537,6.105597,9.012887,6.2684665,7.1910563,5.8133025,6.4787607,2080.1608420897883,1527.221492900363,1.637318194911563,4020.677693684896,2792.4384216824915,HC
ID00_hc_0_0_0.wav_fragment_7.wav,-512.4239,100.64049,51.242428,35.663837,-4.1170506,-19.129408,-1.2048025,2.3029478,-5.2498345,4.177558,-4.425574,1.2911787,-3.927111,10.296424,0.15270962,-4.71319,-3.840871,-0.5518873,1.1122973,-1.8479315,64.20217,47.74106,31.32046,15.552219,17.7449,18.758053,11.861904,9.704,12.124554,9.049054,10.603556,8.771476,8.571804,8.166977,5.1402082,9.31876,5.240841,7.6825566,5.4451923,5.864835,2252.3167220743603,1457.8860766851117,1.2999914548345728,4649.178059895833,2967.335330405787,HC
ID00_hc_0_0_0.wav_fragment_8.wav,-560.63794,92.208855,52.098843,43.772514,0.9199772,-18.904497,-2.1894133,1.9752231,-0.7820774,0.54915535,-0.98594636,8.712404,-5.0852923,4.0538363,0.16225201,-1.7033371,-2.2284029,-1.4505957,-2.3460248,-2.9075067,96.49423,31.70306,25.447193,24.025717,11.342527,22.298588,8.413821,6.6954975,14.683231,8.768465,10.086687,9.119813,13.296264,5.422388,5.672706,6.3477364,5.2493396,5.774191,5.912492,5.678541,2126.451988270309,1175.3111895502198,2.330339082904312,4877.7191162109375,2168.2890185652986,HC
ID00_hc_0_0_0.wav_fragment_9.wav,-536.3552,99.2124,45.776295,41.753597,-4.7709293,-19.89358,-4.433752,-1.3550667,-4.329667,4.26282,-3.0836582,6.520394,-8.778001,5.789917,1.8568697,-2.5882602,-0.4725472,0.24831401,-2.3895895,-5.5807343,78.65562,46.681286,29.34834,22.843342,17.813023,21.463526,9.99469,8.145457,12.476335,10.074425,8.097435,10.339305,10.357377,5.3186126,5.082975,7.455886,6.6416626,6.028836,5.509396,5.1644697,2163.7464945241436,1411.38018409594,1.619476280011684,4409.7707112630205,2627.879908144497,HC
ID08_hc_0_0_0.wav_fragment_0.wav,-500.96686,92.3672,40.40906,18.731432,-12.017384,-3.3673203,-0.22071753,-12.820869,-4.777979,2.2166398,-3.691238,5.648751,-10.741631,-5.625517,3.1136637,-4.642651,2.6108568,-3.2626905,0.5267441,-6.541965,73.41609,71.72843,36.63174,26.584955,17.942974,20.756245,16.097435,11.480094,11.772496,11.287221,10.3511095,9.411551,8.255327,8.193423,6.682749,7.460811,6.2116346,7.0274367,8.779534,6.6940274,2426.5008165545332,1910.3856834464118,1.2659361816195431,4057.8125,2852.8566593348555,HC
ID08_hc_0_0_0.wav_fragment_1.wav,-527.7156,113.6793,35.216938,19.495474,-8.39189,-6.7649627,3.6499515,-11.782489,-4.6280007,4.0068946,-1.0332137,7.342036,-7.0378003,-6.47163,3.0956912,-5.151313,3.5960722,-2.8491251,2.4022899,-4.5907207,83.16244,50.425365,32.663906,25.300344,15.656428,17.406857,16.835608,12.719701,10.742045,10.043184,6.9652777,8.63178,8.951455,7.822332,7.241143,7.725333,6.46826,7.3730683,8.164287,6.3615756,1850.5517742773782,1362.4526778630498,2.095325159415778,3355.6905110677085,2549.8991146392427,HC
ID08_hc_0_0_0.wav_fragment_10.wav,-493.84225,88.500435,7.165128,38.070435,16.415668,-30.594034,-10.060176,3.5094,3.9896488,-5.9288297,-6.9428864,4.517118,-4.0007343,-4.9766912,-2.2988193,0.075774916,-2.6484783,8.208499,-9.477719,-7.3589144,63.347935,56.649452,35.182877,30.859468,17.080338,24.31621,13.930327,12.15278,13.483582,13.64088,8.194804,7.4963174,10.630157,7.792004,8.232309,7.053327,6.8695145,7.8682985,7.279374,6.688509,2505.9899935964827,1597.4742732059947,1.467109739196252,4533.138020833333,2639.9724375183014,HC
ID08_hc_0_0_0.wav_fragment_11.wav,-502.87167,71.319664,14.836218,40.718243,19.38594,-22.83113,-12.681136,3.076398,1.5862159,0.0081832325,-9.325741,2.7719927,0.5254475,-4.2011957,-3.82944,0.20893739,-3.5023878,11.466716,-6.570176,-7.3283863,85.76077,60.67623,43.603413,24.522491,15.023908,23.830189,16.122057,11.344194,14.465438,11.064312,10.479291,10.138347,9.399724,7.787899,7.603369,7.352925,6.4568734,7.7835965,7.77238,5.9319525,2786.4725976911045,1910.229002624632,1.3818287023099443,4804.1473388671875,2676.3094883343874,HC
ID08_hc_0_0_0.wav_fragment_12.wav,-501.45724,70.890594,14.285626,39.49489,11.89469,-23.870918,-11.29827,4.246957,8.371177,-3.5144565,-3.2250605,5.4347286,1.8830804,0.27369523,-0.84482473,-0.11456412,-1.3708359,12.404486,-8.58469,-5.361337,72.621574,68.50076,44.339947,28.045776,16.666534,25.490881,13.485195,12.376338,12.732348,11.593796,9.272215,8.812871,8.747486,7.8016453,8.026087,7.426873,6.29783,6.0300865,7.473081,6.347622,3033.5441329812493,1914.8708824039588,1.0600186136689198,5335.1999918619795,2810.0486098175743,HC
ID08_hc_0_0_0.wav_fragment_13.wav,-482.0798,86.24414,11.112902,33.17953,13.497404,-28.8764,-13.110921,1.4713172,2.7513459,-3.9210532,-1.9649642,2.559795,-0.007840757,-6.711256,-1.3207898,2.0752091,-3.7993803,9.788234,-9.630794,-6.671953,63.128513,62.962627,44.33304,25.72809,15.433525,24.414934,16.56639,10.745441,12.430165,11.380639,8.50196,9.572578,9.067796,8.769807,7.9096293,6.917389,7.027531,7.059859,7.999176,7.1189923,2656.6851496409104,1827.5359372617204,1.4215658146339065,4738.800048828125,2812.157398172297,HC
ID08_hc_0_0_0.wav_fragment_14.wav,-495.4274,82.70615,8.977526,31.380688,13.754901,-24.515268,-13.530737,6.0181127,5.7803864,-3.7440338,-1.5112212,4.565578,-0.35520625,-0.4009752,-1.6677743,1.1849486,-0.96847993,7.4547157,-6.6611524,-8.0852785,80.86183,62.79159,43.00649,24.841663,12.910716,22.501514,17.261292,9.430432,12.210319,10.990081,6.303138,9.03616,9.625738,8.884631,6.6417475,6.7121177,6.3433437,7.230193,7.1151247,6.9437256,2751.2082122680167,1762.5612260441885,1.3859727501339336,4915.452067057292,2571.8782251564608,HC
ID08_hc_0_0_0.wav_fragment_15.wav,-511.22433,98.47861,6.8392525,42.65074,8.85219,-29.545862,-10.892709,7.3017936,3.947346,-2.23713,-3.9619958,2.8231356,0.7885916,-3.4227827,-1.5001025,-1.6015773,1.473035,9.549163,-8.048138,-4.802551,68.33443,54.13574,30.609707,30.153507,16.44443,22.0857,16.473913,9.498334,12.385229,9.341126,8.3376875,8.146341,9.4537945,8.079292,8.947029,8.841077,7.1032867,7.471436,7.3256903,5.9712677,2216.026871805589,1219.0085593410665,1.2398790595096232,4164.6311442057295,2297.8100200602253,HC
ID08_hc_0_0_0.wav_fragment_16.wav,-484.3259,77.72588,6.6351137,29.615257,12.534301,-22.730333,-12.697298,4.28384,5.5512075,-0.47407547,-1.4655827,1.5617386,-2.1890023,-2.9772475,-1.8304458,0.22695407,-3.2883482,10.771134,-9.032939,-7.923766,73.78936,66.61392,46.084904,22.097404,12.75308,22.441236,14.927225,10.415811,13.787092,10.8454685,7.8408747,7.3963842,8.933424,9.794925,8.697672,7.858583,6.9719987,7.141185,7.269653,6.0058284,2858.756231081636,1919.8475553622188,1.3007321316158953,4994.207763671875,2707.8900561022983,HC
ID08_hc_0_0_0.wav_fragment_17.wav,-513.76434,87.8715,20.689621,30.418503,9.663086,-18.253626,-9.320947,4.2411013,4.45531,2.4919124,-2.344222,0.43329424,0.9465381,-0.4700627,-1.8296099,0.60383654,0.6980348,11.711266,-7.58334,-8.206397,80.64902,66.93439,42.73494,21.133495,13.947897,21.648727,17.975563,10.346548,12.171984,9.942404,8.732506,9.526098,9.315725,7.862897,7.9511604,6.3244042,7.3927884,8.165962,8.072152,6.1553106,2550.818350555911,1979.6636686352692,1.399049688873084,4368.9971923828125,2875.5428929567183,HC
ID08_hc_0_0_0.wav_fragment_18.wav,-489.81107,76.625885,11.779446,39.04302,9.749345,-25.6869,-12.687493,7.85654,4.1701574,-2.0020113,-6.757227,2.3327315,-0.36643812,-2.8133047,-4.674188,0.11979152,-0.68485206,9.673311,-8.052025,-5.9669437,67.830734,64.37934,41.251553,27.906948,16.657522,25.564713,17.27951,9.5761385,12.009106,11.033524,9.131048,6.3165936,9.692184,8.137943,9.658536,8.190727,7.033187,7.9212475,6.799018,7.9433827,2730.987952802562,1774.2433874378517,1.1236396243665991,4660.2935791015625,2743.361898221397,HC
ID08_hc_0_0_0.wav_fragment_19.wav,-491.6991,59.584988,18.115551,40.317314,7.3796864,-17.307993,-13.062465,8.357509,8.669311,-1.418077,-2.0535815,3.0438406,0.08100881,0.9277625,-2.041113,-1.225308,2.5505755,9.537756,-7.9447045,-6.672507,79.551125,70.064835,41.850124,24.656609,12.856351,21.639698,13.4127865,10.393002,12.24308,9.249457,7.778699,7.946704,8.79006,9.162173,8.045634,8.762173,7.440462,7.119255,7.12064,7.1117744,3119.585646403796,1869.4564136884674,0.775913101709882,5399.8992919921875,2709.8947353885565,HC
ID08_hc_0_0_0.wav_fragment_2.wav,-507.3321,83.48817,44.18079,27.775583,-12.345355,-2.332431,-1.6015685,-10.374398,-6.9705024,3.5986598,-2.6166122,5.592512,-7.6368985,-4.4440484,3.8699522,-4.5786204,6.38529,-4.128807,2.864702,-2.1658843,65.17942,66.94722,34.370163,26.99808,16.99329,20.897135,15.383889,12.715321,11.012812,11.753531,8.412244,8.369008,8.142758,7.562078,7.233649,7.5209846,7.0466514,6.8356547,7.827367,5.783541,2642.0346304091195,1843.0273070434107,1.064895891866459,4754.451497395833,2821.1214769489734,HC
ID08_hc_0_0_0.wav_fragment_20.wav,-489.02377,80.84708,15.330156,35.214348,7.609199,-29.092552,-12.683977,4.7894917,3.0759814,0.77788,-0.72453153,0.5485291,-2.8253286,0.3965283,-4.8671193,-4.627059,1.2258651,7.856745,-8.26535,-6.8445783,98.26947,63.067863,42.045788,22.928717,14.253922,25.880512,17.44995,11.506423,12.403823,10.376986,8.618398,8.72204,9.451451,9.031106,7.8676176,8.0264,7.610915,7.2975545,8.445872,6.7119823,2697.2329123375066,1814.4688237741539,1.499177618067491,4838.690185546875,2692.3212756449857,HC
ID08_hc_0_0_0.wav_fragment_21.wav,-504.76697,95.43182,3.3043072,44.381084,9.791248,-28.032389,-8.128539,3.765191,1.1946112,-5.1498656,-3.3652942,3.59395,-3.1652298,-3.608837,-2.1723583,0.55354667,-0.13025722,6.7610993,-9.74441,-5.4444714,76.27415,52.90039,33.975857,33.762276,17.422358,23.262474,17.387508,12.32493,13.819859,9.725127,8.565196,8.598383,8.660906,8.680529,8.249238,7.2630234,5.982368,8.789747,9.776471,6.857962,2151.73285949685,1283.7973505210482,1.5874149296347297,3963.255818684896,2280.6757479544044,HC
ID08_hc_0_0_0.wav_fragment_22.wav,-477.8629,73.60799,11.334166,35.117073,8.366965,-23.178057,-15.07976,8.097665,7.3047047,-1.1326516,-4.0513525,2.2814822,-3.2225256,-0.5176902,-4.1024833,-1.7197925,-1.1695498,9.803776,-10.4222765,-6.30883,82.02668,71.08868,45.270847,26.66123,14.520919,23.192245,15.738348,9.825825,11.609813,10.447952,7.285993,8.251263,9.194879,9.551285,8.025655,8.18229,6.4544106,6.932052,8.640182,6.6612134,2985.873536865893,2003.842817373333,1.047163376297468,5045.6980387369795,2777.971522520646,HC
ID08_hc_0_0_0.wav_fragment_23.wav,-546.1794,91.62665,18.63921,34.7805,9.665116,-16.144115,-6.822196,4.2318187,7.259938,0.26977977,-1.4088945,2.0603373,-1.9980763,3.448528,0.08668822,0.75110155,0.0641267,6.6411858,-6.578352,-3.7029994,84.65076,60.410545,38.53592,25.69038,15.899818,22.899359,14.626059,9.252948,11.786129,9.654386,7.6268697,7.252988,8.7800455,7.3312116,7.0691295,7.1902,6.327159,6.8026896,8.418096,7.0855803,2307.766065151533,1543.2477228544387,1.9909614656529766,4377.2715250651045,2415.9533600477107,HC
